"","atmnevek","cimek","lon","lat"
"4947","OTP Bank Nyrt. - ATM","Tinódi utca 9-11, 1095 Budapest",NA,NA
"4948","OTP Bank Nyrt. - Fiók","Tinódi utca 9-11, 1095 Budapest",NA,NA
"4949","UniCredit Bank Zrt. - ATM","Róbert Károly körút 61-65 fsz., 1134 Budapest",NA,NA
"4950","K&H Bank Zrt. - ATM","Gács utca 3., 1138 Budapest",NA,NA
"4951","Euronet Banktechikai Kft. - ATM","Csokonai utca 14, 1081 Budapest",NA,NA
"4952","OTP Bank Nyrt. - ATM","Zrínyi utca 1, 1214 Budapest",NA,NA
"4953","OTP Bank Nyrt. - ATM","József krt. 8, 1084 Budapest",NA,NA
"4954","OTP Bank Nyrt. - ATM","Dózsa Gy. út 110-112, 1062 Budapest",NA,NA
"4955","OTP Bank Nyrt. - ATM","Dohány utca 65, 1073 Budapest",NA,NA
"4956","OTP Bank Nyrt. - Fiók","Dohány utca 65, 1073 Budapest",NA,NA
"4957","Magyar Posta Zrt. - Fiók","Városligeti fasor 1., 1071 Budapest",NA,NA
"4958","BUDAPEST Bank Zrt. - Fiók","József körút 36., 1085 Budapest",NA,NA
"4959","BUDAPEST Bank Zrt. - ATM","József krt. 36., 1085 Budapest",NA,NA
"4960","OTP Bank Nyrt. - ATM","József krt. 52-56, 1088 Budapest",NA,NA
"4961","Euronet Banktechikai Kft. - ATM","Jozsef körút 62, 1085 Budapest",NA,NA
"4962","CIB Bank Zrt. - ATM","József körút 34., 1084 Budapest",NA,NA
"4963","MagNet Bank Zrt. - Fiók","József körút 72., 1085 Budapest",NA,NA
"4964","MagNet Bank Zrt. - ATM","József körút 72., 1085 Budapest",NA,NA
"4965","Erste Bank Hungary Zrt. - ATM","Váci út 15-19., 1047 Budapest",NA,NA
"4966","Euronet Banktechikai Kft. - ATM","Jozsef körút 74, 1085 Budapest",NA,NA
"4967","CIB Bank Zrt. - Fiók","József körút 34., 1084 Budapest",NA,NA
"4968","OTP Bank Nyrt. - ATM","Gyöngyösi sétány 2, 1131 Budapest",NA,NA
"4969","OTP Bank Nyrt. - ATM","József krt. 80, 1085 Budapest",NA,NA
"4970","Erste Bank Hungary Zrt. - Fiók","József körút 30-32, 1085 Budapest",NA,NA
"4971","Euronet Banktechikai Kft. - ATM","Jozsef körút 84, 1085 Budapest",NA,NA
"4972","Erste Bank Hungary Zrt. - ATM","József körút 30-32., 1085 Budapest",NA,NA
"4973","OTP Bank Nyrt. - Fiók","József körút 33, 1085 Budapest",NA,NA
"4974","Euronet Banktechikai Kft. - ATM","József körút 35, 1085 Budapest",NA,NA
"4975","OTP Bank Nyrt. - Fiók","József körút 80, 1085 Budapest",NA,NA
"4976","Euronet Banktechikai Kft. - ATM","Rákóczi út 52, 1074 Budapest",NA,NA
"4977","OTP Bank Nyrt. - Fiók","József körút 53, 1085 Budapest",NA,NA
"4978","Erste Bank Hungary Zrt. - ATM","József körút 86., 1085 Budapest",NA,NA
"4979","Erste Bank Hungary Zrt. - Fiók","József körút 86, 1085 Budapest",NA,NA
"4980","OTP Bank Nyrt. - ATM","József krt. 33, 1085 Budapest",NA,NA
"4981","OTP Bank Nyrt. - ATM","József krt. 33, 1085 Budapest",NA,NA
"4982","Magyar Posta Zrt. - Fiók","József körút 37-39., 1085 Budapest",NA,NA
"4983","K&H Bank Zrt. - Fiók","József körút 10-12., 1085 Budapest",NA,NA
"4984","K&H Bank Zrt. - ATM","József körút 10-12., 1085 Budapest",NA,NA
"4985","Raiffeisen Bank Zrt. - Fiók","Üllői út 36, 1085 Budapest",NA,NA
"4986","Raiffeisen Bank Zrt. - ATM","Üllői út 36, 1085 Budapest",NA,NA
"4987","OTP Bank Nyrt. - ATM","József krt. 53, 1085 Budapest",NA,NA
"4988","OTP Bank Nyrt. - ATM","Népszínház utca 3-5, 1081 Budapest",NA,NA
"4989","OTP Bank Nyrt. - ATM","Váci út 185-191, 1138 Budapest",NA,NA
"4990","Euronet Banktechikai Kft. - ATM","Jozsef körút 2, 1088 Budapest",NA,NA
"4991","Euronet Banktechikai Kft. - ATM","Rakoczi utca 50, 1074 Budapest",NA,NA
"4992","Euronet Banktechikai Kft. - ATM","Rakoczi utca 50, 1074 Budapest",NA,NA
"4993","OTP Bank Nyrt. - ATM","Garam utca 3, 1044 Budapest",NA,NA
"4994","OTP Bank Nyrt. - ATM","Országbíró utca 1, 1139 Budapest",NA,NA
"4995","Euronet Banktechikai Kft. - ATM","József körút 7, 1088 Budapest",NA,NA
"4996","BUDAPEST Bank Zrt. - Fiók","Váci út 193., 1138 Budapest",NA,NA
"4997","BUDAPEST Bank Zrt. - ATM","Váci út 193., 1138 Budapest",NA,NA
"4998","BUDAPEST Bank Zrt. - ATM","Váci út 193., 1138 Budapest",NA,NA
"4999","CIB Bank Zrt. - Fiók","Erzsébet körút 2., 1073 Budapest",NA,NA
"5000","Erste Bank Hungary Zrt. - ATM","Ferenc kör út 25., 1094 Budapest",NA,NA
"5001","Euronet Banktechikai Kft. - ATM","Ferenc körút 36, 1092 Budapest",NA,NA
"5002","OTP Bank Nyrt. - ATM","Váci út 201, 1138 Budapest",NA,NA
"5003","OTP Bank Nyrt. - ATM","Ferenc krt. 13, 1094 Budapest",NA,NA
"5004","Euronet Banktechikai Kft. - ATM","Erzsebet körút 9-11, 1073 Budapest",NA,NA
"5005","CIB Bank Zrt. - ATM","Ferenc körút 15., 1094 Budapest",NA,NA
"5006","CIB Bank Zrt. - Fiók","Ferenc körút 15., 1094 Budapest",NA,NA
"5007","Erste Bank Hungary Zrt. - Fiók","Erzsébet körút 8, 1073 Budapest",NA,NA
"5008","OTP Bank Nyrt. - Fiók","Népszínház utca 3-5, 1081 Budapest",NA,NA
"5009","Raiffeisen Bank Zrt. - ATM","Rákóczi út 44, 1072 Budapest",NA,NA
"5010","Raiffeisen Bank Zrt. - Fiók","Rákóczi út 44, 1072 Budapest",NA,NA
"5011","OTP Bank Nyrt. - Fiók","Ferenc körút 13, 1094 Budapest",NA,NA
"5012","Erste Bank Hungary Zrt. - ATM","Erzsébet körút 8., 1073 Budapest",NA,NA
"5013","OTP Bank Nyrt. - ATM","Erzsébet krt. 6, 1073 Budapest",NA,NA
"5014","Euronet Banktechikai Kft. - ATM","Rákóczi út 44, 1072 Budapest",NA,NA
"5015","MagNet Bank Zrt. - ATM","Andrássy út 98., 1062 Budapest",NA,NA
"5016","MagNet Bank Zrt. - Fiók","Andrássy út 98., 1062 Budapest",NA,NA
"5017","MKB Zrt. - Fiók","Soroksári út 3/C, 1093 Budapest",NA,NA
"5018","MKB Zrt. - ATM","Soroksári út 3/C, 1093 Budapest",NA,NA
"5019","Magyar Posta Zrt. - Fiók","Vénusz utca 6., 1214 Budapest",NA,NA
"5020","Euronet Banktechikai Kft. - ATM","Dohány utca 47-49, 1074 Budapest",NA,NA
"5021","OTP Bank Nyrt. - ATM","Babér utca 9, 1131 Budapest",NA,NA
"5022","OTP Bank Nyrt. - ATM","Babér utca 9, 1131 Budapest",NA,NA
"5023","OTP Bank Nyrt. - ATM","Babér utca 9, 1131 Budapest",NA,NA
"5024","FHB Bank Zrt - ATM","Erzsébet körút 18, 1073 Budapest",NA,NA
"5025","Euronet Banktechikai Kft. - ATM","Blaha Lujza tér 1-2, 1085 Budapest",NA,NA
"5026","FHB Bank Zrt - Fiók","Erzsébet körút 18, 1073 Budapest",NA,NA
"5027","OTP Bank Nyrt. - ATM","Blaha Lujza tér 0, 1085 Budapest",NA,NA
"5028","OTP Bank Nyrt. - ATM","Boráros tér 0, 1092 Budapest",NA,NA
"5029","Euronet Banktechikai Kft. - ATM","Erzsebet körút 19, 1073 Budapest",NA,NA
"5030","BUDAPEST Bank Zrt. - ATM","Rákóczi út 42., 1072 Budapest",NA,NA
"5031","BUDAPEST Bank Zrt. - ATM","Rákóczi út 42., 1072 Budapest",NA,NA
"5032","BUDAPEST Bank Zrt. - Fiók","Rákóczi út 42., 1072 Budapest",NA,NA
"5033","Euronet Banktechikai Kft. - ATM","Akácfa utca 7, 1072 Budapest",NA,NA
"5034","UniCredit Bank Zrt. - ATM","Boráros tér 7, 1095 Budapest",NA,NA
"5035","OTP Bank Nyrt. - ATM","Madarász utca 5/a, 1131 Budapest",NA,NA
"5036","Dunakanyar Tksz. - Fiók","Ady Endre u. 8, 2017 Pócsmegyer",NA,NA
"5037","Dunakanyar Tksz. - ATM","Ady Endre utca 8, 2017 Pócsmegyer",NA,NA
"5038","UniCredit Bank Zrt. - Fiók","Boráros tér 7, 1095 Budapest",NA,NA
"5039","K&H Bank Zrt. - ATM","Ferenc körút 1., 1094 Budapest",NA,NA
"5040","K&H Bank Zrt. - Fiók","Ferenc körút 1, 1094 Budapest",NA,NA
"5041","Euronet Banktechikai Kft. - ATM","Dohany utca 56, 1074 Budapest",NA,NA
"5042","Euronet Banktechikai Kft. - ATM","Dohány utca 43, 1074 Budapest",NA,NA
"5043","Euronet Banktechikai Kft. - ATM","Erzsebet körút 24, 1073 Budapest",NA,NA
"5044","Euronet Banktechikai Kft. - ATM","Rakoczi út 38, 1051 Budapest",NA,NA
"5045","Euronet Banktechikai Kft. - ATM","Ipari körút 30, 9400 Sopron",NA,NA
"5046","OTP Bank Nyrt. - Fiók","Babér utca 9, 1131 Budapest",NA,NA
"5047","Euronet Banktechikai Kft. - ATM","Erzsebet körút 27, 1073 Budapest",NA,NA
"5048","OTP Bank Nyrt. - ATM","Üllői út 26, 1085 Budapest",NA,NA
"5049","Bakonyvidéke Takarékszövetkezet - Fiók","Ráday utca 59., 1092 Budapest",NA,NA
"5050","Pannon Takarék Bank Zrt. - Fiók","Ráday utca 59., 1092 Budapest",NA,NA
"5051","Magyar Posta Zrt. - Fiók","Hársfa utca 47., 1074 Budapest",NA,NA
"5052","OTP Bank Nyrt. - ATM","Szabadság utca 20, 1214 Budapest",NA,NA
"5053","Euronet Banktechikai Kft. - ATM","Erzsebet körút 28, 1073 Budapest",NA,NA
"5054","CIB Bank Zrt. - ATM","Erzsébet körút 2., 1073 Budapest",NA,NA
"5055","Euronet Banktechikai Kft. - ATM","Rakoczi út 36, 1072 Budapest",NA,NA
"5056","MKB Zrt. - ATM","Váci út 178-182, 1138 Budapest",NA,NA
"5057","MKB Zrt. - Fiók","Váci út 178-182, 1138 Budapest",NA,NA
"5058","OTP Bank Nyrt. - Fiók","Rákóczi út 28-30, 2651 Rétság",NA,NA
"5059","Euronet Banktechikai Kft. - ATM","Akacfa utca 12-14, 1072 Budapest",NA,NA
"5060","Euronet Banktechikai Kft. - ATM","Akácfa utca 12-14, 1072 Budapest",NA,NA
"5061","Magyar Posta Zrt. - Fiók","Kossuth Lajos út 10., 2017 Pócsmegyer",NA,NA
"5062","Erste Bank Hungary Zrt. - ATM","Rákóczi út 39-41, 2651 Rétság",NA,NA
"5063","OTP Bank Nyrt. - ATM","Akácfa utca 15, 1072 Budapest",NA,NA
"5064","OTP Bank Nyrt. - ATM","Rákóczi utca 28-30, 2651 Rétság",NA,NA
"5065","CIB Bank Zrt. - ATM","Váci út 141., 1138 Budapest",NA,NA
"5066","Magyar Posta Zrt. - Fiók","Bakáts tér 14, 1092 Budapest",NA,NA
"5067","Euronet Banktechikai Kft. - ATM","Dohány utca 33, 1074 Budapest",NA,NA
"5068","OTP Bank Nyrt. - ATM","Bakáts tér 14, 1092 Budapest",NA,NA
"5069","Euronet Banktechikai Kft. - ATM","Dob utca 69, 1077 Budapest",NA,NA
"5070","Euronet Banktechikai Kft. - ATM","Dohány utca 46, 1074 Budapest",NA,NA
"5071","UniCredit Bank Zrt. - ATM","Váci út 178 2., 1138 Budapest",NA,NA
"5072","UniCredit Bank Zrt. - ATM","Váci út 178 fszt., 1138 Budapest",NA,NA
"5073","UniCredit Bank Zrt. - Fiók","Váci út 178. 2, 1138 Budapest",NA,NA
"5074","Erste Bank Hungary Zrt. - ATM","Váci út 141., 1138 Budapest",NA,NA
"5075","OTP Bank Nyrt. - ATM","Gyulai P. utca 2, 1085 Budapest",NA,NA
"5076","Erste Bank Hungary Zrt. - Fiók","Váci út 141, 1138 Budapest",NA,NA
"5077","Erste Bank Hungary Zrt. - ATM","Váci út 133-135., 1138 Budapest",NA,NA
"5078","OTP Bank Nyrt. - ATM","Pap Károly utca 1, 1134 Budapest",NA,NA
"5079","Magyar Posta Zrt. - Fiók","Váci út 178., 1138 Budapest",NA,NA
"5080","Euronet Banktechikai Kft. - ATM","Klauzál utca 11, 1072 Budapest",NA,NA
"5081","OTP Bank Nyrt. - ATM","Váci út 178, 1138 Budapest",NA,NA
"5082","OTP Bank Nyrt. - ATM","Váci út 178, 1138 Budapest",NA,NA
"5083","OTP Bank Nyrt. - ATM","Váci út 178, 1138 Budapest",NA,NA
"5084","Euronet Banktechikai Kft. - ATM","Erzsebet körút 38, 1073 Budapest",NA,NA
"5085","Euronet Banktechikai Kft. - ATM","Mikszath tér 2, 1088 Budapest",NA,NA
"5086","Euronet Banktechikai Kft. - ATM","Kertesz utca 24-28, 1073 Budapest",NA,NA
"5087","OTP Bank Nyrt. - ATM","Erzsébet krt. 41, 1073 Budapest",NA,NA
"5088","OTP Bank Nyrt. - Fiók","Erzsébet körút 41, 1073 Budapest",NA,NA
"5089","Euronet Banktechikai Kft. - ATM","Kertész utca 25, 1073 Budapest",NA,NA
"5090","Euronet Banktechikai Kft. - ATM","Rakoczi út 30, 1072 Budapest",NA,NA
"5091","Euronet Banktechikai Kft. - ATM","Rakoczi út 30, 1072 Budapest",NA,NA
"5092","Euronet Banktechikai Kft. - ATM","Klauzal utca 10, 1072 Budapest",NA,NA
"5093","Euronet Banktechikai Kft. - ATM","Akacfa utca 28, 1072 Budapest",NA,NA
"5094","OTP Bank Nyrt. - ATM","Teve utca 4-6, 1139 Budapest",NA,NA
"5095","Euronet Banktechikai Kft. - ATM","Klauzal tér 19, 1072 Budapest",NA,NA
"5096","Euronet Banktechikai Kft. - ATM","Klauzal tér 19, 1072 Budapest",NA,NA
"5097","OTP Bank Nyrt. - ATM","Szentkirály utca 28, 1088 Budapest",NA,NA
"5098","Euronet Banktechikai Kft. - ATM","Wesselényi utca 33, 1077 Budapest",NA,NA
"5099","Magyar Posta Zrt. - Fiók","Szondy utca 54., 1063 Budapest",NA,NA
"5100","Magyar Posta Zrt. - Fiók","Szigeti Fő utca 15., 6344 Hajós",NA,NA
"5101","Magyar Posta Zrt. - Fiók","Rákóczi út 30., 2651 Rétság",NA,NA
"5102","Erste Bank Hungary Zrt. - ATM","Teve utca 4-6., 1139 Budapest",NA,NA
"5103","Euronet Banktechikai Kft. - ATM","Wesselenyi utca 34, 1072 Budapest",NA,NA
"5104","Euronet Banktechikai Kft. - ATM","Rákóczi út 26, 1072 Budapest",NA,NA
"5105","Euronet Banktechikai Kft. - ATM","Wesselényi utca 34, 1072 Budapest",NA,NA
"5106","Euronet Banktechikai Kft. - ATM","Kertész utca 36, 1073 Budapest",NA,NA
"5107","Euronet Banktechikai Kft. - ATM","Erzsebet körút 51, 1071 Budapest",NA,NA
"5108","Euronet Banktechikai Kft. - ATM","Kertész utca 31, 1073 Budapest",NA,NA
"5109","OTP Bank Nyrt. - ATM","Köztelek utca 6, 1092 Budapest",NA,NA
"5110","CENTRÁL TAKARÉK Szövetkezet - Fiók","Korányi út 2, 2651 Rétság",NA,NA
"5111","UniCredit Bank Zrt. - ATM","Váci út 99, 1138 Budapest",NA,NA
"5112","Euronet Banktechikai Kft. - ATM","Erzsébet körút 54, 1074 Budapest",NA,NA
"5113","Euronet Banktechikai Kft. - ATM","Akácfa utca 47, 1072 Budapest",NA,NA
"5114","""BÁCSKA"" Takarékszövetkezet - Fiók","Szent István u. 27, 6455 Katymár",NA,NA
"5115","Euronet Banktechikai Kft. - ATM","Erzsebet körút 58, 1073 Budapest",NA,NA
"5116","Euronet Banktechikai Kft. - ATM","Erzsébet körút 58, 1073 Budapest",NA,NA
"5117","OTP Bank Nyrt. - ATM","Váci út 152-156, 1138 Budapest",NA,NA
"5118","OTP Bank Nyrt. - ATM","Teréz krt. 1-3., 1067 Budapest",NA,NA
"5119","Euronet Banktechikai Kft. - ATM","Akácfa utca 49, 1075 Budapest",NA,NA
"5120","Euronet Banktechikai Kft. - ATM","Wesselényi utca 25, 1077 Budapest",NA,NA
"5121","OTP Bank Nyrt. - ATM","Pázmány P. sétány 1/a, 1117 Budapest",NA,NA
"5122","Euronet Banktechikai Kft. - ATM","Akácfa utca 51, 1075 Budapest",NA,NA
"5123","K&H Bank Zrt. - Fiók","Teréz körút 1, 1067 Budapest",NA,NA
"5124","K&H Bank Zrt. - ATM","Teréz körút 1., 1067 Budapest",NA,NA
"5125","K&H Bank Zrt. - ATM","Teréz körút 1., 1067 Budapest",NA,NA
"5126","Euronet Banktechikai Kft. - ATM","Kiraly utca 61, 1073 Budapest",NA,NA
"5127","Erste Bank Hungary Zrt. - ATM","Rákóczi út 20., 1074 Budapest",NA,NA
"5128","OTP Bank Nyrt. - ATM","Váci út 73/a, 1139 Budapest",NA,NA
"5129","Euronet Banktechikai Kft. - ATM","Kazinczy utca 3/b, 1075 Budapest",NA,NA
"5130","OTP Bank Nyrt. - ATM","Pollák M. tér 3, 1088 Budapest",NA,NA
"5131","Euronet Banktechikai Kft. - ATM","Wesselényi utca 24, 1075 Budapest",NA,NA
"5132","Euronet Banktechikai Kft. - ATM","Wesselényi utca 21, 1077 Budapest",NA,NA
"5133","Euronet Banktechikai Kft. - ATM","Wesselényi utca 21, 1077 Budapest",NA,NA
"5134","Euronet Banktechikai Kft. - ATM","Klauzal tér 6, 1072 Budapest",NA,NA
"5135","Raiffeisen Bank Zrt. - Fiók","Váci út 81, 1139 Budapest",NA,NA
"5136","Raiffeisen Bank Zrt. - ATM","Váci út 81, 1139 Budapest",NA,NA
"5137","Euronet Banktechikai Kft. - ATM","Baross utca 6, 1085 Budapest",NA,NA
"5138","CIB Bank Zrt. - Fiók","Váci út 141., 1038 Budapest",NA,NA
"5139","Euronet Banktechikai Kft. - ATM","Dohány utca 28, 1074 Budapest",NA,NA
"5140","Euronet Banktechikai Kft. - ATM","Raday utca 16, 1092 Budapest",NA,NA
"5141","OTP Bank Nyrt. - ATM","Váci út 73, 1139 Budapest",NA,NA
"5142","Euronet Banktechikai Kft. - ATM","Akácfa utca 54, 1073 Budapest",NA,NA
"5143","MKB Zrt. - ATM","II. Rákóczi Ferenc út 195-197, 1214 Budapest",NA,NA
"5144","Euronet Banktechikai Kft. - ATM","Klauzál tér 13, 1075 Budapest",NA,NA
"5145","Euronet Banktechikai Kft. - ATM","Terez körút 6, 1064 Budapest",NA,NA
"5146","Magyar Posta Zrt. - Fiók","Váci út 73., 1139 Budapest",NA,NA
"5147","Euronet Banktechikai Kft. - ATM","Kazinczy utca 9, 1075 Budapest",NA,NA
"5148","Euronet Banktechikai Kft. - ATM","Kazinczy utca 9-11, 1075 Budapest",NA,NA
"5149","Magyar Posta Zrt. - Fiók","Andrássy út 53., 1062 Budapest",NA,NA
"5150","Euronet Banktechikai Kft. - ATM","Kazinczy utca 14, 1075 Budapest",NA,NA
"5151","Euronet Banktechikai Kft. - ATM","Ráday utca 5, 1092 Budapest",NA,NA
"5152","Euronet Banktechikai Kft. - ATM","Akacfa utca 60, 1076 Budapest",NA,NA
"5153","OTP Bank Nyrt. - ATM","Árpád híd metróállomás 0, 1132 Budapest",NA,NA
"5154","Raiffeisen Bank Zrt. - Fiók","Teréz körút 12, 1066 Budapest",NA,NA
"5155","Raiffeisen Bank Zrt. - ATM","Teréz körút 12, 1067 Budapest",NA,NA
"5156","OTP Bank Nyrt. - ATM","Oktogon tér 3, 1067 Budapest",NA,NA
"5157","OTP Bank Nyrt. - ATM","Oktogon tér 3, 1067 Budapest",NA,NA
"5158","Euronet Banktechikai Kft. - ATM","Kiraly utca 58-60, 1068 Budapest",NA,NA
"5159","K&H Bank Zrt. - ATM","Salak út 12., 1214 Budapest",NA,NA
"5160","OTP Bank Nyrt. - ATM","Wesselényi utca 20-22, 1075 Budapest",NA,NA
"5161","Euronet Banktechikai Kft. - ATM","Ráday utca 6, 1092 Budapest",NA,NA
"5162","Erste Bank Hungary Zrt. - ATM","Baross utca 1., 1082 Budapest",NA,NA
"5163","Euronet Banktechikai Kft. - ATM","Oktogon tér 3, 1066 Budapest",NA,NA
"5164","K&H Bank Zrt. - ATM","Pázmány Péter sétány 1., 1117 Budapest",NA,NA
"5165","Magyar Posta Zrt. - Fiók","Rákóczi út 11., 1088 Budapest",NA,NA
"5166","OTP Bank Nyrt. - Fiók","Oktogon tér 3, 1066 Budapest",NA,NA
"5167","Euronet Banktechikai Kft. - ATM","Ráday utca 4, 1092 Budapest",NA,NA
"5168","Raiffeisen Bank Zrt. - ATM","Magyar Tudósok körút 9, 1114 Budapest",NA,NA
"5169","Euronet Banktechikai Kft. - ATM","Kazinczy utca 21, 1075 Budapest",NA,NA
"5170","OTP Bank Nyrt. - ATM","Kálvin tér 12-13, 1085 Budapest",NA,NA
"5171","Euronet Banktechikai Kft. - ATM","Kiraly utca 53, 1077 Budapest",NA,NA
"5172","Magyar Posta Zrt. - Fiók","Szent István utca 34., 6455 Katymár",NA,NA
"5173","Erste Bank Hungary Zrt. - Fiók","Baross utca 1-3, 1082 Budapest",NA,NA
"5174","Euronet Banktechikai Kft. - ATM","Klauzál tér 1, 1072 Budapest",NA,NA
"5175","Magyar Posta Zrt. - Fiók","Hegedű utca 1/a., 1061 Budapest",NA,NA
"5176","Euronet Banktechikai Kft. - ATM","Liszt Ferenc tér 4, 1061 Budapest",NA,NA
"5177","OTP Bank Nyrt. - ATM","Kálvin tér metróállomás, 1053 Budapest",NA,NA
"5178","Magyar Posta Zrt. - Fiók","Infopark sétány 1., 1117 Budapest",NA,NA
"5179","OTP Bank Nyrt. - ATM","Infopark sétány 1, 1117 Budapest",NA,NA
"5180","OTP Bank Nyrt. - Fiók","Kálvin tér 12-13, 1085 Budapest",NA,NA
"5181","K&H Bank Zrt. - Fiók","Andrássy út 49., 1061 Budapest",NA,NA
"5182","K&H Bank Zrt. - ATM","Andrássy út 49., 1061 Budapest",NA,NA
"5183","Sberbank Magyarország Zrt - ATM","Rákóczi út 7, 1088 Budapest",NA,NA
"5184","Sberbank Magyarország Zrt - Fiók","Rákóczi út 7., 1088 Budapest",NA,NA
"5185","Euronet Banktechikai Kft. - ATM","Dohány utca 7, 1074 Budapest",NA,NA
"5186","OTP Bank Nyrt. - ATM","Király utca 49, 1077 Budapest",NA,NA
"5187","BUDAPEST Bank Zrt. - ATM","Kálvin tér 2., 1053 Budapest",NA,NA
"5188","BUDAPEST Bank Zrt. - Fiók","Kálvin tér 2., 1053 Budapest",NA,NA
"5189","Erste Bank Hungary Zrt. - ATM","II. Rákóczi Ferenc út 191, 1214 Budapest",NA,NA
"5190","Citibank Europe plc. Fióktelepe - Fiók","Oktogon tér 1, 1066 Budapest",NA,NA
"5191","B3 Takarék - Fiók","Czuczor utca 2-10., 1093 Budapest",NA,NA
"5192","B3 Takarék - ATM","Czuczor u. 2-10., 1093 Budapest",NA,NA
"5193","Erste Bank Hungary Zrt. - ATM","Múzeum körút 31-33., 1053 Budapest",NA,NA
"5194","OTP Bank Nyrt. - ATM","Árbóc utca 2, 1133 Budapest",NA,NA
"5195","Euronet Banktechikai Kft. - ATM","Dob utca 31, 1075 Budapest",NA,NA
"5196","Euronet Banktechikai Kft. - ATM","Oktogon tér 1, 1066 Budapest",NA,NA
"5197","OTP Bank Nyrt. - ATM","Kassák Lajos utca 19-25, 1134 Budapest",NA,NA
"5198","K&H Bank Zrt. - Fiók","Kálvin tér 3., 1053 Budapest",NA,NA
"5199","K&H Bank Zrt. - ATM","Kálvin tér 3., 1053 Budapest",NA,NA
"5200","OTP Bank Nyrt. - Fiók","Király utca 49, 1077 Budapest",NA,NA
"5201","Erste Bank Hungary Zrt. - ATM","Magyar tudósok körút 2., 1117 Budapest",NA,NA
"5202","Magyar Posta Zrt. - Fiók","Múzeum körút 31-33., 1053 Budapest",NA,NA
"5203","Euronet Banktechikai Kft. - ATM","Muzeum körút 31-33, 1054 Budapest",NA,NA
"5204","Euronet Banktechikai Kft. - ATM","Dob utca 28-30, 1072 Budapest",NA,NA
"5205","Euronet Banktechikai Kft. - ATM","Teréz körút 21, 1067 Budapest",NA,NA
"5206","CIB Bank Zrt. - Fiók","Kálvin tér 4., 1053 Budapest",NA,NA
"5207","CIB Bank Zrt. - ATM","Kálvin tér 4., 1053 Budapest",NA,NA
"5208","Euronet Banktechikai Kft. - ATM","Terez körút 21, 1066 Budapest",NA,NA
"5209","OTP Bank Nyrt. - ATM","Közraktár utca 4-6, 1093 Budapest",NA,NA
"5210","OTP Bank Nyrt. - ATM","Rózsa utca 18, 1043 Budapest",NA,NA
"5211","Erste Bank Hungary Zrt. - Fiók","Egry József utca 2, 1111 Budapest",NA,NA
"5212","CIB Bank Zrt. - ATM","Teréz körút 21., 1067 Budapest",NA,NA
"5213","CIB Bank Zrt. - Fiók","Teréz körút 21., 1067 Budapest",NA,NA
"5214","UniCredit Bank Zrt. - Fiók","Teréz körút 21., 1067 Budapest",NA,NA
"5215","UniCredit Bank Zrt. - ATM","Teréz körút 21, 1067 Budapest",NA,NA
"5216","Euronet Banktechikai Kft. - ATM","Király utca 43, 1077 Budapest",NA,NA
"5217","Euronet Banktechikai Kft. - ATM","Andrassy út 45, 1065 Budapest",NA,NA
"5218","Euronet Banktechikai Kft. - ATM","Andrassy út 45, 1062 Budapest",NA,NA
"5219","Euronet Banktechikai Kft. - ATM","Wesselenyi utca 12, 1075 Budapest",NA,NA
"5220","Euronet Banktechikai Kft. - ATM","Teréz körút 23, 1067 Budapest",NA,NA
"5221","Euronet Banktechikai Kft. - ATM","Kiraly utca 46, 1061 Budapest",NA,NA
"5222","Euronet Banktechikai Kft. - ATM","Vaci út 35, 1134 Budapest",NA,NA
"5223","MKB Zrt. - Fiók","Dévai utca 23, 1134 Budapest",NA,NA
"5224","MKB Zrt. - ATM","Dévai utca 23, 1134 Budapest",NA,NA
"5225","Citibank Europe plc. Fióktelepe - Fiók","Váci út 35, 1134 Budapest",NA,NA
"5226","Euronet Banktechikai Kft. - ATM","Rakoczi út 1-3, 1088 Budapest",NA,NA
"5227","MagNet Bank Zrt. - Fiók","Rákóczi út 1-3, 1088 Budapest",NA,NA
"5228","MagNet Bank Zrt. - ATM","Rákóczi út 1-3, 1088 Budapest",NA,NA
"5229","Magyar Posta Zrt. - Fiók","Gönczy Pál utca 2. Fszt. 4, 1093 Budapest",NA,NA
"5230","Erste Bank Hungary Zrt. - ATM","Teréz körút 24., 1066 Budapest",NA,NA
"5231","Erste Bank Hungary Zrt. - Fiók","Teréz körút 24, 1066 Budapest",NA,NA
"5232","OTP Bank Nyrt. - ATM","Műegyetem rkp. 9, 1111 Budapest",NA,NA
"5233","OTP Bank Nyrt. - Fiók","Rákóczi utca 2, 6344 Hajós",NA,NA
"5234","OTP Bank Nyrt. - ATM","Múzeum krt. 4, 1088 Budapest",NA,NA
"5235","Erste Bank Hungary Zrt. - Fiók","Váci út 33, 1134 Budapest",NA,NA
"5236","Erste Bank Hungary Zrt. - ATM","Váci út 33., 1134 Budapest",NA,NA
"5237","Euronet Banktechikai Kft. - ATM","Dob utca 17, 1074 Budapest",NA,NA
"5238","Bakonyvidéke Takarékszövetkezet - Fiók","Jókai tér 2., 1061 Budapest",NA,NA
"5239","Bakonyvidéke Takarékszövetkezet - ATM","Jókai tér 2, 1061 Budapest",NA,NA
"5240","Pannon Takarék Bank Zrt. - ATM","Jókai tér 2, 1061 Budapest",NA,NA
"5241","Pannon Takarék Bank Zrt. - Fiók","Jókai tér 2., 1061 Budapest",NA,NA
